"Atom number","Rang","Delta P"
"1","1","0.537"
"10","2","0.537"
"20","3","0.422"
"17","4","0.171"
"14","5","0.015"
"21","6","-0.095"
"22","7","-0.095"
"19","8","-0.107"
"23","9","-0.188"
"24","10","-0.204"
"12","11","-0.225"
"15","12","-0.225"
"18","13","-0.225"
"26","14","-0.228"
"25","15","-0.271"
"11","16","-0.564"
"7","17","-0.576"
"13","18","-0.648"
"4","19","-0.707"
"3","20","-0.731"
"8","21","-0.752"
"5","22","-0.769"
"16","23","-0.820"
"2","24","-0.876"
"9","25","-0.876"
"6","26","-0.933"
