"Atom number","Rang","Delta P"
"2","1","0.283"
"13","2","0.185"
"20","3","0.028"
"25","4","-0.043"
"6","5","-0.123"
"9","6","-0.172"
"14","7","-0.173"
"7","8","-0.183"
"28","9","-0.226"
"23","10","-0.241"
"21","11","-0.248"
"19","12","-0.254"
"27","13","-0.313"
"10","14","-0.315"
"3","15","-0.357"
"4","16","-0.357"
"1","17","-0.362"
"16","18","-0.426"
"11","19","-0.434"
"15","20","-0.475"
"22","21","-0.495"
"24","22","-0.507"
"8","23","-0.518"
"26","24","-0.579"
"12","25","-0.613"
"18","26","-0.654"
"5","27","-0.658"
"17","28","-0.717"
