"Atom number","Rang","Delta P"
"22","1","0.339"
"26","2","0.339"
"2","3","0.284"
"3","4","0.176"
"9","5","0.163"
"33","6","0.163"
"19","7","0.129"
"30","8","0.129"
"20","9","-0.011"
"8","10","-0.015"
"34","11","-0.015"
"18","12","-0.018"
"31","13","-0.018"
"12","14","-0.098"
"21","15","-0.102"
"5","16","-0.132"
"1","17","-0.153"
"23","18","-0.189"
"27","19","-0.189"
"13","20","-0.215"
"14","21","-0.243"
"24","22","-0.287"
"28","23","-0.287"
"7","24","-0.325"
"17","25","-0.334"
"6","26","-0.345"
"4","27","-0.396"
"32","28","-0.439"
"25","29","-0.441"
"29","30","-0.441"
"10","31","-0.449"
"11","32","-0.535"
"16","33","-0.654"
"15","34","-0.740"
