"Atom number","Rang","Delta P"
"2","1","0.275"
"22","2","0.261"
"13","3","0.161"
"25","4","-0.059"
"21","5","-0.102"
"6","6","-0.136"
"9","7","-0.185"
"7","8","-0.196"
"28","9","-0.240"
"20","10","-0.300"
"17","11","-0.317"
"27","12","-0.328"
"10","13","-0.331"
"3","14","-0.373"
"4","15","-0.373"
"24","16","-0.377"
"1","17","-0.378"
"16","18","-0.453"
"23","19","-0.454"
"14","20","-0.499"
"15","21","-0.512"
"8","22","-0.533"
"11","23","-0.566"
"26","24","-0.594"
"19","25","-0.599"
"18","26","-0.623"
"12","27","-0.626"
"5","28","-0.671"
