"Atom number","Rang","Delta P"
"31","1","0.381"
"3","2","0.354"
"1","3","0.299"
"23","4","0.284"
"2","5","-0.078"
"7","6","-0.159"
"32","7","-0.255"
"20","8","-0.350"
"26","9","-0.350"
"24","10","-0.371"
"16","11","-0.417"
"21","12","-0.419"
"25","13","-0.419"
"8","14","-0.448"
"22","15","-0.451"
"14","16","-0.457"
"28","17","-0.458"
"27","18","-0.463"
"4","19","-0.472"
"6","20","-0.519"
"10","21","-0.521"
"5","22","-0.525"
"17","23","-0.537"
"18","24","-0.537"
"11","25","-0.561"
"19","26","-0.598"
"29","27","-0.601"
"9","28","-0.604"
"13","29","-0.625"
"33","30","-0.648"
"12","31","-0.685"
"15","32","-0.704"
"34","33","-0.708"
"30","34","-0.828"
