"Atom number","Rang","Delta P"
"2","1","0.576"
"20","2","0.032"
"24","3","-0.155"
"25","4","-0.155"
"14","5","-0.170"
"29","6","-0.187"
"32","7","-0.229"
"10","8","-0.287"
"4","9","-0.291"
"7","10","-0.291"
"30","11","-0.291"
"33","12","-0.291"
"36","13","-0.291"
"35","14","-0.341"
"23","15","-0.348"
"21","16","-0.349"
"3","17","-0.439"
"9","18","-0.454"
"17","19","-0.479"
"26","20","-0.479"
"6","21","-0.518"
"28","22","-0.583"
"16","23","-0.613"
"27","24","-0.613"
"1","25","-0.625"
"5","26","-0.648"
"8","27","-0.680"
"12","28","-0.751"
"18","29","-0.768"
"15","30","-0.779"
"31","31","-0.793"
"34","32","-0.793"
"37","33","-0.811"
"22","34","-0.822"
"11","35","-0.830"
"13","36","-0.884"
"19","37","-0.909"
