"Atom number","Rang","Delta P"
"13","1","0.173"
"17","2","0.173"
"23","3","0.112"
"27","4","0.078"
"25","5","0.076"
"20","6","-0.049"
"10","7","-0.076"
"2","8","-0.083"
"1","9","-0.263"
"9","10","-0.363"
"19","11","-0.367"
"16","12","-0.437"
"12","13","-0.459"
"29","14","-0.471"
"5","15","-0.472"
"26","16","-0.493"
"6","17","-0.502"
"18","18","-0.534"
"21","19","-0.534"
"4","20","-0.540"
"11","21","-0.544"
"28","22","-0.545"
"14","23","-0.603"
"15","24","-0.609"
"8","25","-0.624"
"3","26","-0.638"
"7","27","-0.665"
"22","28","-0.751"
"24","29","-0.758"
