"Atom number","Rang","Delta P"
"8","1","0.165"
"18","2","0.003"
"11","3","-0.039"
"25","4","-0.067"
"20","5","-0.071"
"40","6","-0.072"
"28","7","-0.099"
"10","8","-0.107"
"39","9","-0.108"
"31","10","-0.109"
"21","11","-0.120"
"19","12","-0.147"
"1","13","-0.151"
"3","14","-0.151"
"4","15","-0.151"
"6","16","-0.153"
"9","17","-0.162"
"2","18","-0.171"
"7","19","-0.172"
"17","20","-0.173"
"15","21","-0.182"
"5","22","-0.188"
"12","23","-0.194"
"16","24","-0.220"
"30","25","-0.244"
"32","26","-0.244"
"35","27","-0.252"
"27","28","-0.265"
"29","29","-0.277"
"33","30","-0.277"
"26","31","-0.281"
"13","32","-0.284"
"38","33","-0.284"
"36","34","-0.290"
"14","35","-0.299"
"37","36","-0.299"
"23","37","-0.302"
"22","38","-0.317"
"34","39","-0.328"
"24","40","-0.354"
