"Atom number","Rang","Delta P"
"36","1","-0.227"
"1","2","-0.231"
"34","3","-0.304"
"3","4","-0.326"
"6","5","-0.326"
"8","6","-0.326"
"11","7","-0.326"
"24","8","-0.326"
"20","9","-0.383"
"17","10","-0.435"
"31","11","-0.498"
"33","12","-0.505"
"35","13","-0.505"
"28","14","-0.511"
"37","15","-0.565"
"26","16","-0.566"
"32","17","-0.567"
"18","18","-0.571"
"4","19","-0.612"
"2","20","-0.613"
"39","21","-0.634"
"23","22","-0.635"
"30","23","-0.653"
"38","24","-0.653"
"14","25","-0.669"
"22","26","-0.698"
"12","27","-0.741"
"10","28","-0.760"
"16","29","-0.766"
"40","30","-0.769"
"9","31","-0.799"
"15","32","-0.818"
"5","33","-0.840"
"27","34","-0.867"
"19","35","-0.870"
"29","36","-0.879"
"25","37","-0.885"
"13","38","-0.906"
"21","39","-0.906"
"7","40","-0.910"
