"Atom number","Rang","Delta P"
"2","1","0.533"
"22","2","0.317"
"24","3","0.301"
"13","4","0.204"
"21","5","0.102"
"25","6","0.100"
"20","7","-0.026"
"23","8","-0.037"
"28","9","-0.059"
"6","10","-0.081"
"7","11","-0.102"
"9","12","-0.165"
"14","13","-0.236"
"17","14","-0.266"
"27","15","-0.274"
"10","16","-0.301"
"3","17","-0.340"
"4","18","-0.340"
"16","19","-0.346"
"1","20","-0.360"
"8","21","-0.419"
"15","22","-0.424"
"19","23","-0.460"
"11","24","-0.491"
"26","25","-0.495"
"18","26","-0.514"
"12","27","-0.561"
"5","28","-0.596"
