"Atom number","Rang","Delta P"
"24","1","0.629"
"29","2","0.508"
"19","3","0.497"
"1","4","0.453"
"17","5","0.410"
"23","6","0.128"
"20","7","-0.139"
"9","8","-0.187"
"18","9","-0.215"
"21","10","-0.224"
"26","11","-0.224"
"30","12","-0.229"
"34","13","-0.238"
"22","14","-0.265"
"25","15","-0.265"
"4","16","-0.278"
"10","17","-0.312"
"36","18","-0.370"
"33","19","-0.395"
"27","20","-0.410"
"12","21","-0.423"
"7","22","-0.438"
"15","23","-0.443"
"3","24","-0.455"
"14","25","-0.455"
"11","26","-0.476"
"5","27","-0.506"
"13","28","-0.523"
"6","29","-0.531"
"35","30","-0.539"
"31","31","-0.562"
"2","32","-0.565"
"8","33","-0.600"
"28","34","-0.624"
"32","35","-0.644"
"16","36","-0.713"
