"Atom number","Rang","Delta P"
"9","1","0.506"
"16","2","0.350"
"2","3","0.349"
"13","4","0.343"
"7","5","0.085"
"5","6","-0.011"
"23","7","-0.011"
"8","8","-0.014"
"4","9","-0.018"
"1","10","-0.043"
"25","11","-0.058"
"32","12","-0.058"
"14","13","-0.148"
"26","14","-0.160"
"31","15","-0.160"
"6","16","-0.186"
"19","17","-0.191"
"22","18","-0.235"
"28","19","-0.250"
"20","20","-0.265"
"21","21","-0.330"
"11","22","-0.360"
"29","23","-0.420"
"27","24","-0.426"
"24","25","-0.435"
"15","26","-0.450"
"33","27","-0.465"
"17","28","-0.499"
"12","29","-0.532"
"30","30","-0.545"
"10","31","-0.588"
"18","32","-0.610"
"3","33","-0.721"
