"Atom number","Rang","Delta P"
"21","1","0.246"
"7","2","0.221"
"9","3","0.212"
"14","4","0.116"
"17","5","0.116"
"13","6","0.100"
"18","7","0.100"
"22","8","0.099"
"20","9","0.044"
"23","10","-0.007"
"8","11","-0.052"
"28","12","-0.089"
"29","13","-0.089"
"6","14","-0.117"
"4","15","-0.189"
"3","16","-0.248"
"25","17","-0.255"
"27","18","-0.283"
"12","19","-0.332"
"2","20","-0.349"
"15","21","-0.446"
"10","22","-0.466"
"1","23","-0.477"
"16","24","-0.481"
"24","25","-0.657"
"11","26","-0.672"
"19","27","-0.706"
"30","28","-0.725"
"26","29","-0.741"
"5","30","-0.780"
