"Atom number","Rang","Delta P"
"14","1","0.643"
"28","2","0.304"
"7","3","0.058"
"27","4","-0.031"
"11","5","-0.053"
"13","6","-0.053"
"19","7","-0.053"
"17","8","-0.096"
"1","9","-0.187"
"23","10","-0.193"
"24","11","-0.206"
"26","12","-0.223"
"22","13","-0.233"
"3","14","-0.246"
"4","15","-0.252"
"25","16","-0.267"
"2","17","-0.297"
"21","18","-0.330"
"5","19","-0.367"
"6","20","-0.441"
"15","21","-0.507"
"20","22","-0.517"
"16","23","-0.527"
"8","24","-0.533"
"9","25","-0.596"
"12","26","-0.710"
"18","27","-0.841"
"10","28","-0.874"
