"Atom number","Rang","Delta P"
"2","1","0.247"
"15","2","0.117"
"26","3","0.079"
"28","4","-0.073"
"27","5","-0.080"
"37","6","-0.101"
"1","7","-0.146"
"38","8","-0.164"
"3","9","-0.168"
"6","10","-0.168"
"17","11","-0.168"
"21","12","-0.168"
"36","13","-0.168"
"39","14","-0.168"
"33","15","-0.200"
"34","16","-0.229"
"18","17","-0.246"
"35","18","-0.249"
"11","19","-0.269"
"30","20","-0.276"
"14","21","-0.281"
"7","22","-0.290"
"5","23","-0.303"
"10","24","-0.326"
"8","25","-0.336"
"16","26","-0.343"
"9","27","-0.364"
"12","28","-0.376"
"24","29","-0.456"
"20","30","-0.472"
"31","31","-0.481"
"13","32","-0.486"
"19","33","-0.536"
"29","34","-0.541"
"4","35","-0.555"
"23","36","-0.566"
"32","37","-0.594"
"22","38","-0.610"
"25","39","-0.625"
