"Atom number","Rang","Delta P"
"23","1","0.449"
"25","2","0.396"
"9","3","-0.074"
"31","4","-0.074"
"18","5","-0.123"
"29","6","-0.123"
"3","7","-0.129"
"22","8","-0.136"
"8","9","-0.182"
"32","10","-0.182"
"12","11","-0.206"
"19","12","-0.241"
"28","13","-0.241"
"1","14","-0.252"
"27","15","-0.253"
"20","16","-0.296"
"17","17","-0.359"
"5","18","-0.379"
"26","19","-0.382"
"13","20","-0.415"
"24","21","-0.432"
"2","22","-0.435"
"7","23","-0.486"
"6","24","-0.510"
"10","25","-0.510"
"21","26","-0.541"
"14","27","-0.606"
"4","28","-0.621"
"11","29","-0.640"
"16","30","-0.702"
"15","31","-0.759"
"30","32","-0.769"
