"Atom number","Rang","Delta P"
"14","1","0.532"
"16","2","0.532"
"23","3","0.532"
"25","4","0.532"
"4","5","0.240"
"15","6","0.237"
"24","7","0.237"
"12","8","-0.114"
"21","9","-0.114"
"8","10","-0.161"
"9","11","-0.247"
"27","12","-0.247"
"10","13","-0.291"
"28","14","-0.291"
"13","15","-0.324"
"17","16","-0.324"
"22","17","-0.324"
"26","18","-0.324"
"19","19","-0.334"
"18","20","-0.346"
"6","21","-0.494"
"7","22","-0.539"
"1","23","-0.678"
"11","24","-0.744"
"20","25","-0.744"
"2","26","-0.817"
"3","27","-0.866"
"5","28","-0.889"
