"Atom number","Rang","Delta P"
"27","1","0.837"
"28","2","0.837"
"25","3","0.416"
"1","4","0.315"
"35","5","0.199"
"31","6","0.184"
"18","7","0.159"
"20","8","0.159"
"32","9","0.145"
"26","10","0.125"
"34","11","0.116"
"19","12","0.109"
"22","13","0.076"
"36","14","0.063"
"15","15","-0.040"
"30","16","-0.053"
"37","17","-0.057"
"12","18","-0.068"
"14","19","-0.084"
"17","20","-0.141"
"21","21","-0.141"
"24","22","-0.145"
"4","23","-0.215"
"6","24","-0.277"
"7","25","-0.362"
"3","26","-0.389"
"16","27","-0.442"
"33","28","-0.447"
"8","29","-0.455"
"10","30","-0.455"
"29","31","-0.463"
"23","32","-0.485"
"13","33","-0.496"
"38","34","-0.503"
"9","35","-0.532"
"2","36","-0.536"
"5","37","-0.699"
"11","38","-0.702"
