"Atom number","Rang","Delta P"
"2","1","0.248"
"22","2","0.076"
"13","3","0.036"
"25","4","-0.109"
"21","5","-0.249"
"20","6","-0.270"
"6","7","-0.299"
"28","8","-0.299"
"14","9","-0.379"
"17","10","-0.416"
"7","11","-0.417"
"9","12","-0.419"
"27","13","-0.444"
"23","14","-0.467"
"8","15","-0.520"
"10","16","-0.548"
"16","17","-0.563"
"24","18","-0.571"
"3","19","-0.583"
"4","20","-0.583"
"1","21","-0.586"
"18","22","-0.593"
"26","23","-0.672"
"15","24","-0.675"
"19","25","-0.695"
"12","26","-0.698"
"5","27","-0.707"
"11","28","-0.733"
