"Atom number","Rang","Delta P"
"15","1","0.936"
"5","2","0.066"
"32","3","-0.177"
"21","4","-0.216"
"35","5","-0.254"
"25","6","-0.273"
"28","7","-0.273"
"33","8","-0.273"
"36","9","-0.273"
"39","10","-0.273"
"1","11","-0.282"
"38","12","-0.296"
"29","13","-0.328"
"20","14","-0.344"
"27","15","-0.386"
"24","16","-0.404"
"7","17","-0.406"
"8","18","-0.406"
"9","19","-0.406"
"10","20","-0.415"
"6","21","-0.430"
"41","22","-0.436"
"22","23","-0.449"
"30","24","-0.463"
"11","25","-0.529"
"16","26","-0.529"
"12","27","-0.539"
"34","28","-0.542"
"31","29","-0.558"
"26","30","-0.569"
"37","31","-0.577"
"40","32","-0.610"
"3","33","-0.622"
"14","34","-0.633"
"18","35","-0.665"
"19","36","-0.679"
"23","37","-0.707"
"4","38","-0.710"
"2","39","-0.711"
"42","40","-0.716"
"17","41","-0.761"
"43","42","-0.777"
"13","43","-0.814"
