"Atom number","Rang","Delta P"
"29","1","0.613"
"18","2","-0.009"
"13","3","-0.072"
"26","4","-0.076"
"15","5","-0.097"
"1","6","-0.154"
"3","7","-0.154"
"4","8","-0.154"
"9","9","-0.154"
"10","10","-0.154"
"11","11","-0.154"
"2","12","-0.186"
"8","13","-0.195"
"27","14","-0.220"
"6","15","-0.244"
"5","16","-0.255"
"7","17","-0.275"
"22","18","-0.304"
"21","19","-0.309"
"28","20","-0.329"
"25","21","-0.337"
"14","22","-0.397"
"23","23","-0.423"
"12","24","-0.427"
"17","25","-0.434"
"20","26","-0.448"
"24","27","-0.555"
"16","28","-0.625"
"19","29","-0.645"
