"Atom number","Rang","Delta P"
"1","1","0.330"
"35","2","0.194"
"38","3","0.100"
"26","4","0.088"
"29","5","-0.207"
"21","6","-0.233"
"4","7","-0.276"
"15","8","-0.277"
"43","9","-0.277"
"30","10","-0.296"
"33","11","-0.296"
"36","12","-0.296"
"39","13","-0.296"
"42","14","-0.296"
"28","15","-0.298"
"14","16","-0.365"
"22","17","-0.390"
"5","18","-0.430"
"41","19","-0.433"
"37","20","-0.437"
"24","21","-0.464"
"6","22","-0.469"
"32","23","-0.476"
"12","24","-0.500"
"16","25","-0.500"
"11","26","-0.501"
"25","27","-0.538"
"10","28","-0.587"
"34","29","-0.598"
"18","30","-0.610"
"9","31","-0.621"
"13","32","-0.652"
"17","33","-0.652"
"23","34","-0.655"
"19","35","-0.673"
"20","36","-0.691"
"27","37","-0.724"
"3","38","-0.735"
"40","39","-0.739"
"8","40","-0.745"
"31","41","-0.745"
"44","42","-0.802"
"7","43","-0.808"
"2","44","-0.842"
