"Atom number","Rang","Delta P"
"41","1","0.158"
"17","2","0.049"
"13","3","0.022"
"23","4","0.006"
"28","5","-0.002"
"26","6","-0.005"
"20","7","-0.073"
"38","8","-0.084"
"10","9","-0.093"
"25","10","-0.097"
"31","11","-0.097"
"34","12","-0.097"
"37","13","-0.097"
"40","14","-0.097"
"43","15","-0.097"
"2","16","-0.098"
"32","17","-0.117"
"45","18","-0.170"
"1","19","-0.198"
"44","20","-0.214"
"9","21","-0.257"
"19","22","-0.259"
"5","23","-0.302"
"16","24","-0.309"
"27","25","-0.310"
"12","26","-0.315"
"6","27","-0.330"
"33","28","-0.344"
"4","29","-0.352"
"18","30","-0.366"
"21","31","-0.366"
"11","32","-0.374"
"3","33","-0.394"
"35","34","-0.396"
"8","35","-0.404"
"15","36","-0.410"
"29","37","-0.413"
"42","38","-0.422"
"7","39","-0.441"
"30","40","-0.456"
"14","41","-0.463"
"24","42","-0.499"
"36","43","-0.500"
"22","44","-0.510"
"39","45","-0.516"
