"Atom number","Rang","Delta P"
"13","1","0.119"
"32","2","0.103"
"4","3","0.085"
"19","4","-0.046"
"24","5","-0.066"
"31","6","-0.070"
"3","7","-0.072"
"6","8","-0.072"
"17","9","-0.072"
"21","10","-0.072"
"36","11","-0.072"
"39","12","-0.072"
"12","13","-0.076"
"8","14","-0.089"
"15","15","-0.094"
"23","16","-0.095"
"9","17","-0.100"
"37","18","-0.138"
"18","19","-0.153"
"34","20","-0.154"
"14","21","-0.162"
"11","22","-0.170"
"1","23","-0.173"
"7","24","-0.183"
"16","25","-0.183"
"10","26","-0.191"
"35","27","-0.202"
"38","28","-0.230"
"22","29","-0.232"
"20","30","-0.259"
"27","31","-0.289"
"30","32","-0.298"
"25","33","-0.352"
"2","34","-0.363"
"5","35","-0.364"
"26","36","-0.371"
"28","37","-0.389"
"29","38","-0.394"
"33","39","-0.401"
