"Atom number","Rang","Delta P"
"28","1","0.608"
"29","2","0.371"
"1","3","0.296"
"17","4","0.242"
"15","5","0.222"
"18","6","0.065"
"27","7","0.056"
"21","8","0.039"
"16","9","0.028"
"26","10","0.002"
"31","11","0.002"
"10","12","-0.049"
"25","13","-0.076"
"32","14","-0.076"
"24","15","-0.303"
"22","16","-0.306"
"14","17","-0.323"
"7","18","-0.328"
"11","19","-0.362"
"8","20","-0.363"
"20","21","-0.375"
"2","22","-0.388"
"23","23","-0.413"
"30","24","-0.414"
"3","25","-0.429"
"33","26","-0.429"
"13","27","-0.458"
"19","28","-0.478"
"4","29","-0.535"
"9","30","-0.570"
"6","31","-0.579"
"12","32","-0.619"
"5","33","-0.654"
