"Atom number","Rang","Delta P"
"30","1","0.183"
"27","2","-0.035"
"5","3","-0.036"
"7","4","-0.037"
"3","5","-0.045"
"12","6","-0.055"
"33","7","-0.066"
"24","8","-0.074"
"21","9","-0.088"
"11","10","-0.117"
"1","11","-0.146"
"6","12","-0.152"
"8","13","-0.166"
"2","14","-0.167"
"20","15","-0.176"
"22","16","-0.185"
"4","17","-0.200"
"15","18","-0.214"
"10","19","-0.221"
"9","20","-0.231"
"23","21","-0.237"
"28","22","-0.299"
"29","23","-0.304"
"17","24","-0.368"
"26","25","-0.397"
"31","26","-0.397"
"25","27","-0.416"
"32","28","-0.416"
"16","29","-0.438"
"18","30","-0.498"
"19","31","-0.503"
"14","32","-0.532"
"13","33","-0.625"
