"Atom number","Rang","Delta P"
"6","1","0.438"
"8","2","0.383"
"1","3","0.300"
"32","4","0.065"
"33","5","0.026"
"10","6","0.025"
"14","7","0.025"
"28","8","-0.091"
"11","9","-0.131"
"13","10","-0.131"
"15","11","-0.141"
"9","12","-0.173"
"22","13","-0.208"
"21","14","-0.228"
"26","15","-0.257"
"29","16","-0.257"
"7","17","-0.259"
"16","18","-0.262"
"24","19","-0.306"
"25","20","-0.325"
"30","21","-0.325"
"23","22","-0.328"
"19","23","-0.337"
"12","24","-0.356"
"34","25","-0.376"
"4","26","-0.386"
"27","27","-0.476"
"35","28","-0.476"
"17","29","-0.479"
"20","30","-0.486"
"2","31","-0.502"
"31","32","-0.521"
"3","33","-0.528"
"18","34","-0.530"
"5","35","-0.567"
