"Atom number","Rang","Delta P"
"8","1","0.221"
"2","2","0.140"
"1","3","0.015"
"20","4","-0.028"
"21","5","-0.055"
"22","6","-0.082"
"5","7","-0.095"
"3","8","-0.102"
"4","9","-0.107"
"9","10","-0.135"
"23","11","-0.246"
"15","12","-0.270"
"12","13","-0.292"
"11","14","-0.302"
"13","15","-0.302"
"19","16","-0.302"
"24","17","-0.340"
"6","18","-0.345"
"10","19","-0.393"
"25","20","-0.415"
"18","21","-0.517"
"7","22","-0.570"
"26","23","-0.616"
"16","24","-0.625"
"17","25","-0.677"
"14","26","-0.883"
"27","27","-0.943"
"28","28","-0.977"
