"Atom number","Rang","Delta P"
"2","1","0.446"
"15","2","0.271"
"26","3","0.170"
"38","4","0.059"
"37","5","0.012"
"1","6","-0.019"
"3","7","-0.061"
"6","8","-0.061"
"17","9","-0.061"
"21","10","-0.061"
"36","11","-0.061"
"39","12","-0.061"
"27","13","-0.133"
"18","14","-0.176"
"7","15","-0.179"
"14","16","-0.192"
"35","17","-0.227"
"33","18","-0.239"
"16","19","-0.261"
"28","20","-0.263"
"8","21","-0.286"
"34","22","-0.292"
"24","23","-0.309"
"20","24","-0.323"
"5","25","-0.327"
"11","26","-0.337"
"10","27","-0.352"
"23","28","-0.360"
"12","29","-0.419"
"19","30","-0.419"
"30","31","-0.421"
"9","32","-0.425"
"22","33","-0.432"
"31","34","-0.500"
"13","35","-0.559"
"25","36","-0.570"
"4","37","-0.577"
"32","38","-0.635"
"29","39","-0.727"
