"Atom number","Rang","Delta P"
"23","1","0.357"
"27","2","0.300"
"13","3","0.204"
"17","4","0.204"
"20","5","-0.045"
"10","6","-0.072"
"2","7","-0.079"
"25","8","-0.105"
"1","9","-0.264"
"9","10","-0.368"
"19","11","-0.373"
"26","12","-0.420"
"16","13","-0.447"
"12","14","-0.469"
"5","15","-0.485"
"29","16","-0.500"
"6","17","-0.514"
"18","18","-0.546"
"4","19","-0.554"
"11","20","-0.557"
"21","21","-0.557"
"28","22","-0.568"
"24","23","-0.594"
"14","24","-0.620"
"8","25","-0.642"
"15","26","-0.642"
"3","27","-0.656"
"7","28","-0.684"
"22","29","-0.706"
