"Atom number","Rang","Delta P"
"21","1","0.298"
"2","2","0.276"
"5","3","0.178"
"1","4","0.168"
"7","5","0.087"
"4","6","0.060"
"20","7","0.000"
"16","8","-0.070"
"19","9","-0.070"
"22","10","-0.070"
"25","11","-0.070"
"24","12","-0.108"
"3","13","-0.124"
"18","14","-0.150"
"15","15","-0.231"
"10","16","-0.366"
"8","17","-0.408"
"29","18","-0.493"
"27","19","-0.496"
"13","20","-0.508"
"28","21","-0.518"
"12","22","-0.533"
"26","23","-0.553"
"9","24","-0.576"
"11","25","-0.580"
"23","26","-0.605"
"6","27","-0.716"
"17","28","-0.721"
"14","29","-0.781"
