"Atom number","Rang","Delta P"
"11","1","0.572"
"9","2","0.373"
"1","3","0.331"
"24","4","0.294"
"27","5","0.241"
"34","6","0.226"
"28","7","0.222"
"17","8","0.202"
"3","9","0.190"
"10","10","0.190"
"14","11","0.190"
"16","12","0.190"
"18","13","0.190"
"22","14","0.190"
"25","15","0.190"
"32","16","0.190"
"2","17","0.175"
"33","18","0.162"
"4","19","0.158"
"20","20","0.146"
"12","21","0.124"
"21","22","0.071"
"30","23","0.049"
"23","24","-0.042"
"36","25","-0.097"
"13","26","-0.243"
"29","27","-0.244"
"5","28","-0.265"
"31","29","-0.304"
"15","30","-0.350"
"6","31","-0.354"
"35","32","-0.420"
"19","33","-0.424"
"7","34","-0.613"
"26","35","-0.643"
"8","36","-0.776"
