"Atom number","Rang","Delta P"
"2","1","0.366"
"1","2","0.239"
"5","3","0.206"
"3","4","0.143"
"4","5","0.119"
"22","6","0.099"
"21","7","0.065"
"8","8","-0.049"
"20","9","-0.054"
"24","10","-0.128"
"11","11","-0.134"
"13","12","-0.134"
"19","13","-0.134"
"23","14","-0.184"
"9","15","-0.190"
"25","16","-0.259"
"6","17","-0.271"
"15","18","-0.407"
"12","19","-0.421"
"7","20","-0.451"
"26","21","-0.532"
"18","22","-0.540"
"10","23","-0.659"
"17","24","-0.661"
"16","25","-0.772"
"27","26","-0.875"
"14","27","-0.921"
"28","28","-0.952"
