"Atom number","Rang","Delta P"
"22","1","0.656"
"36","2","0.414"
"39","3","0.404"
"28","4","0.276"
"24","5","0.252"
"1","6","0.242"
"35","7","0.218"
"19","8","0.203"
"43","9","0.203"
"30","10","0.194"
"2","11","0.193"
"3","12","0.190"
"20","13","0.161"
"10","14","0.141"
"48","15","0.141"
"34","16","0.125"
"11","17","0.089"
"47","18","0.089"
"7","19","0.087"
"32","20","0.080"
"12","21","0.062"
"4","22","0.049"
"18","23","0.049"
"44","24","0.049"
"9","25","0.029"
"50","26","0.023"
"14","27","0.016"
"15","28","0.016"
"45","29","0.016"
"46","30","0.016"
"17","31","0.001"
"31","32","-0.022"
"25","33","-0.041"
"41","34","-0.043"
"49","35","-0.055"
"13","36","-0.071"
"16","37","-0.071"
"6","38","-0.112"
"40","39","-0.116"
"38","40","-0.126"
"33","41","-0.131"
"23","42","-0.135"
"21","43","-0.136"
"29","44","-0.148"
"37","45","-0.191"
"27","46","-0.232"
"42","47","-0.273"
"26","48","-0.283"
"8","49","-0.306"
"5","50","-0.487"
