"Atom number","Rang","Delta P"
"1","1","0.413"
"27","2","-0.089"
"44","3","-0.204"
"24","4","-0.205"
"6","5","-0.243"
"18","6","-0.248"
"4","7","-0.269"
"25","8","-0.272"
"31","9","-0.272"
"34","10","-0.272"
"37","11","-0.272"
"40","12","-0.272"
"43","13","-0.272"
"15","14","-0.292"
"30","15","-0.298"
"5","16","-0.310"
"21","17","-0.335"
"14","18","-0.401"
"29","19","-0.416"
"12","20","-0.447"
"16","21","-0.447"
"9","22","-0.450"
"33","23","-0.490"
"10","24","-0.542"
"42","25","-0.544"
"11","26","-0.552"
"36","27","-0.554"
"3","28","-0.560"
"22","29","-0.577"
"35","30","-0.599"
"13","31","-0.600"
"17","32","-0.600"
"19","33","-0.607"
"38","34","-0.608"
"39","35","-0.610"
"23","36","-0.616"
"20","37","-0.620"
"28","38","-0.668"
"26","39","-0.687"
"41","40","-0.710"
"32","41","-0.735"
"7","42","-0.771"
"2","43","-0.784"
"8","44","-0.800"
"45","45","-0.834"
