"Atom number","Rang","Delta P"
"23","1","0.433"
"25","2","0.433"
"9","3","-0.067"
"30","4","-0.067"
"18","5","-0.115"
"28","6","-0.115"
"3","7","-0.119"
"8","8","-0.176"
"31","9","-0.176"
"12","10","-0.200"
"1","11","-0.245"
"22","12","-0.311"
"26","13","-0.311"
"19","14","-0.320"
"27","15","-0.320"
"17","16","-0.352"
"20","17","-0.380"
"5","18","-0.387"
"13","19","-0.408"
"24","20","-0.424"
"2","21","-0.427"
"7","22","-0.489"
"10","23","-0.503"
"21","24","-0.505"
"6","25","-0.523"
"14","26","-0.599"
"4","27","-0.627"
"11","28","-0.633"
"16","29","-0.696"
"15","30","-0.752"
"29","31","-0.763"
