"Atom number","Rang","Delta P"
"9","1","0.492"
"13","2","0.090"
"16","3","0.090"
"6","4","0.008"
"12","5","-0.089"
"17","6","-0.089"
"19","7","-0.114"
"30","8","-0.114"
"18","9","-0.115"
"31","10","-0.115"
"7","11","-0.151"
"8","12","-0.172"
"23","13","-0.176"
"1","14","-0.200"
"3","15","-0.245"
"27","16","-0.261"
"28","17","-0.272"
"4","18","-0.369"
"20","19","-0.383"
"11","20","-0.405"
"14","21","-0.411"
"2","22","-0.413"
"15","23","-0.459"
"10","24","-0.464"
"24","25","-0.472"
"29","26","-0.476"
"5","27","-0.523"
"26","28","-0.526"
"25","29","-0.535"
"22","30","-0.555"
"21","31","-0.599"
