"Atom number","Rang","Delta P"
"41","1","0.330"
"2","2","0.116"
"8","3","0.113"
"42","4","0.059"
"43","5","0.040"
"45","6","0.040"
"44","7","0.009"
"46","8","0.009"
"35","9","0.003"
"28","10","-0.021"
"16","11","-0.047"
"33","12","-0.056"
"37","13","-0.056"
"34","14","-0.057"
"36","15","-0.057"
"25","16","-0.065"
"1","17","-0.068"
"17","18","-0.103"
"5","19","-0.104"
"3","20","-0.116"
"10","21","-0.116"
"26","22","-0.116"
"29","23","-0.116"
"15","24","-0.134"
"9","25","-0.145"
"6","26","-0.187"
"18","27","-0.227"
"22","28","-0.232"
"38","29","-0.250"
"7","30","-0.263"
"39","31","-0.277"
"14","32","-0.282"
"32","33","-0.286"
"13","34","-0.292"
"12","35","-0.301"
"11","36","-0.308"
"20","37","-0.330"
"31","38","-0.345"
"4","39","-0.364"
"40","40","-0.366"
"24","41","-0.386"
"23","42","-0.396"
"27","43","-0.415"
"30","44","-0.415"
"21","45","-0.496"
"19","46","-0.621"
