"Atom number","Rang","Delta P"
"5","1","0.582"
"13","2","0.493"
"18","3","0.454"
"30","4","0.425"
"15","5","0.368"
"24","6","0.334"
"12","7","0.293"
"16","8","0.099"
"9","9","0.023"
"38","10","0.023"
"1","11","-0.053"
"2","12","-0.099"
"3","13","-0.099"
"4","14","-0.099"
"25","15","-0.099"
"26","16","-0.099"
"27","17","-0.099"
"31","18","-0.099"
"32","19","-0.099"
"33","20","-0.099"
"8","21","-0.139"
"39","22","-0.139"
"28","23","-0.193"
"23","24","-0.329"
"11","25","-0.332"
"22","26","-0.347"
"14","27","-0.373"
"10","28","-0.384"
"7","29","-0.402"
"19","30","-0.406"
"20","31","-0.430"
"37","32","-0.551"
"29","33","-0.703"
"17","34","-0.713"
"21","35","-0.720"
"36","36","-0.733"
"6","37","-0.805"
"34","38","-0.807"
"35","39","-0.816"
