"Atom number","Rang","Delta P"
"12","1","0.517"
"7","2","0.260"
"5","3","0.245"
"20","4","0.218"
"24","5","0.218"
"23","6","0.207"
"25","7","0.207"
"16","8","0.119"
"28","9","0.119"
"17","10","-0.021"
"27","11","-0.021"
"22","12","-0.036"
"26","13","-0.036"
"18","14","-0.089"
"10","15","-0.094"
"14","16","-0.094"
"6","17","-0.136"
"2","18","-0.151"
"4","19","-0.225"
"21","20","-0.251"
"11","21","-0.269"
"13","22","-0.269"
"15","23","-0.339"
"19","24","-0.481"
"1","25","-0.542"
"9","26","-0.673"
"8","27","-0.758"
"3","28","-0.867"
