"Atom number","Rang","Delta P"
"10","1","0.224"
"24","2","0.045"
"22","3","0.015"
"1","4","-0.021"
"29","5","-0.025"
"7","6","-0.069"
"5","7","-0.078"
"4","8","-0.084"
"20","9","-0.084"
"15","10","-0.139"
"3","11","-0.146"
"23","12","-0.148"
"11","13","-0.186"
"18","14","-0.188"
"31","15","-0.188"
"2","16","-0.190"
"26","17","-0.193"
"28","18","-0.198"
"9","19","-0.200"
"27","20","-0.216"
"8","21","-0.230"
"14","22","-0.246"
"25","23","-0.250"
"12","24","-0.255"
"17","25","-0.255"
"19","26","-0.273"
"30","27","-0.273"
"6","28","-0.294"
"21","29","-0.327"
"13","30","-0.331"
"16","31","-0.331"
