"Atom number","Rang","Delta P"
"9","1","0.462"
"23","2","0.212"
"19","3","0.183"
"15","4","0.141"
"24","5","0.114"
"20","6","0.006"
"14","7","-0.010"
"6","8","-0.015"
"18","9","-0.027"
"1","10","-0.031"
"22","11","-0.035"
"4","12","-0.048"
"25","13","-0.117"
"16","14","-0.171"
"3","15","-0.192"
"7","16","-0.222"
"2","17","-0.273"
"12","18","-0.275"
"27","19","-0.408"
"8","20","-0.419"
"11","21","-0.459"
"21","22","-0.508"
"26","23","-0.575"
"13","24","-0.692"
"10","25","-0.744"
"17","26","-0.806"
"5","27","-0.811"
