"Atom number","Rang","Delta P"
"1","1","0.227"
"31","2","0.156"
"5","3","0.134"
"30","4","-0.112"
"29","5","-0.125"
"12","6","-0.149"
"7","7","-0.159"
"27","8","-0.182"
"22","9","-0.194"
"6","10","-0.197"
"28","11","-0.197"
"8","12","-0.286"
"19","13","-0.308"
"35","14","-0.358"
"3","15","-0.403"
"32","16","-0.408"
"4","17","-0.411"
"21","18","-0.412"
"33","19","-0.420"
"9","20","-0.423"
"13","21","-0.445"
"24","22","-0.446"
"25","23","-0.446"
"26","24","-0.446"
"14","25","-0.448"
"10","26","-0.452"
"34","27","-0.518"
"23","28","-0.523"
"20","29","-0.530"
"17","30","-0.554"
"2","31","-0.576"
"18","32","-0.576"
"11","33","-0.616"
"16","34","-0.616"
"15","35","-0.635"
