"Atom number","Rang","Delta P"
"42","1","0.572"
"43","2","0.572"
"17","3","0.522"
"38","4","0.362"
"24","5","0.247"
"34","6","0.225"
"2","7","0.221"
"1","8","0.214"
"39","9","0.133"
"40","10","0.108"
"28","11","0.030"
"18","12","-0.004"
"19","13","-0.004"
"27","14","-0.042"
"41","15","-0.086"
"29","16","-0.100"
"3","17","-0.173"
"26","18","-0.173"
"23","19","-0.259"
"22","20","-0.277"
"7","21","-0.297"
"35","22","-0.300"
"14","23","-0.316"
"11","24","-0.356"
"37","25","-0.384"
"36","26","-0.408"
"15","27","-0.445"
"25","28","-0.493"
"20","29","-0.495"
"12","30","-0.515"
"21","31","-0.520"
"4","32","-0.537"
"32","33","-0.541"
"5","34","-0.552"
"16","35","-0.566"
"6","36","-0.604"
"33","37","-0.627"
"31","38","-0.637"
"13","39","-0.641"
"8","40","-0.667"
"30","41","-0.670"
"9","42","-0.759"
"10","43","-0.764"
