"Atom number","Rang","Delta P"
"12","1","0.595"
"17","2","0.569"
"8","3","0.085"
"19","4","-0.089"
"23","5","-0.089"
"20","6","-0.092"
"22","7","-0.092"
"9","8","-0.175"
"29","9","-0.231"
"18","10","-0.246"
"1","11","-0.251"
"7","12","-0.296"
"4","13","-0.335"
"28","14","-0.376"
"14","15","-0.378"
"25","16","-0.378"
"15","17","-0.420"
"24","18","-0.420"
"2","19","-0.502"
"13","20","-0.572"
"21","21","-0.627"
"30","22","-0.687"
"10","23","-0.710"
"16","24","-0.710"
"34","25","-0.724"
"6","26","-0.731"
"5","27","-0.737"
"3","28","-0.739"
"27","29","-0.747"
"26","30","-0.757"
"31","31","-0.784"
"11","32","-0.863"
"32","33","-0.881"
"33","34","-0.912"
