"Atom number","Rang","Delta P"
"19","1","0.226"
"21","2","0.226"
"1","3","0.188"
"16","4","-0.148"
"18","5","-0.159"
"22","6","-0.159"
"4","7","-0.180"
"11","8","-0.188"
"23","9","-0.188"
"10","10","-0.207"
"24","11","-0.207"
"25","12","-0.230"
"5","13","-0.232"
"15","14","-0.402"
"12","15","-0.407"
"13","16","-0.408"
"9","17","-0.409"
"3","18","-0.473"
"20","19","-0.519"
"26","20","-0.524"
"17","21","-0.559"
"14","22","-0.635"
"2","23","-0.661"
"7","24","-0.663"
"28","25","-0.677"
"29","26","-0.693"
"27","27","-0.704"
"8","28","-0.751"
"6","29","-0.799"
