"Atom number","Rang","Delta P"
"2","1","0.313"
"42","2","0.311"
"41","3","0.276"
"35","4","0.156"
"44","5","0.137"
"46","6","0.137"
"8","7","0.132"
"1","8","0.092"
"3","9","0.075"
"10","10","0.075"
"26","11","0.075"
"29","12","0.075"
"34","13","0.065"
"36","14","0.065"
"33","15","0.064"
"37","16","0.064"
"16","17","0.049"
"43","18","0.046"
"45","19","0.046"
"21","20","0.043"
"5","21","0.021"
"28","22","0.001"
"17","23","-0.011"
"25","24","-0.026"
"6","25","-0.028"
"15","26","-0.032"
"9","27","-0.076"
"32","28","-0.104"
"4","29","-0.129"
"14","30","-0.144"
"39","31","-0.149"
"13","32","-0.161"
"7","33","-0.186"
"24","34","-0.191"
"22","35","-0.199"
"18","36","-0.206"
"38","37","-0.212"
"31","38","-0.223"
"20","39","-0.247"
"11","40","-0.305"
"40","41","-0.346"
"23","42","-0.347"
"27","43","-0.373"
"12","44","-0.426"
"30","45","-0.439"
"19","46","-0.568"
