"Atom number","Rang","Delta P"
"31","1","0.483"
"6","2","0.095"
"12","3","0.038"
"11","4","0.009"
"15","5","0.009"
"30","6","0.007"
"26","7","-0.025"
"10","8","-0.098"
"5","9","-0.142"
"28","10","-0.142"
"4","11","-0.175"
"19","12","-0.179"
"21","13","-0.179"
"8","14","-0.194"
"29","15","-0.243"
"27","16","-0.253"
"14","17","-0.256"
"18","18","-0.278"
"22","19","-0.278"
"3","20","-0.287"
"24","21","-0.290"
"25","22","-0.290"
"1","23","-0.295"
"2","24","-0.308"
"16","25","-0.315"
"9","26","-0.325"
"7","27","-0.339"
"20","28","-0.546"
"23","29","-0.553"
"17","30","-0.677"
"13","31","-0.768"
