"Atom number","Rang","Delta P"
"8","1","0.723"
"10","2","0.723"
"1","3","0.523"
"16","4","-0.030"
"3","5","-0.045"
"15","6","-0.088"
"9","7","-0.142"
"11","8","-0.142"
"17","9","-0.255"
"26","10","-0.295"
"27","11","-0.295"
"20","12","-0.344"
"4","13","-0.411"
"5","14","-0.485"
"23","15","-0.486"
"25","16","-0.495"
"12","17","-0.519"
"21","18","-0.562"
"6","19","-0.585"
"2","20","-0.613"
"29","21","-0.617"
"28","22","-0.634"
"7","23","-0.637"
"24","24","-0.697"
"18","25","-0.725"
"22","26","-0.788"
"19","27","-0.865"
"14","28","-0.882"
"13","29","-0.908"
