"Atom number","Rang","Delta P"
"30","1","-0.035"
"5","2","-0.057"
"20","3","-0.057"
"24","4","-0.057"
"27","5","-0.057"
"14","6","-0.069"
"17","7","-0.069"
"32","8","-0.069"
"3","9","-0.074"
"22","10","-0.074"
"36","11","-0.084"
"11","12","-0.086"
"34","13","-0.100"
"38","14","-0.100"
"39","15","-0.100"
"40","16","-0.100"
"1","17","-0.101"
"35","18","-0.101"
"12","19","-0.128"
"7","20","-0.132"
"8","21","-0.132"
"9","22","-0.132"
"33","23","-0.142"
"13","24","-0.144"
"15","25","-0.154"
"16","26","-0.154"
"18","27","-0.156"
"37","28","-0.179"
"6","29","-0.192"
"29","30","-0.192"
"25","31","-0.196"
"28","32","-0.201"
"31","33","-0.206"
"10","34","-0.233"
"2","35","-0.237"
"21","36","-0.238"
"26","37","-0.251"
"19","38","-0.291"
"23","39","-0.294"
"4","40","-0.338"
