"Atom number","Rang","Delta P"
"18","1","0.130"
"21","2","0.130"
"30","3","-0.237"
"17","4","-0.275"
"22","5","-0.275"
"32","6","-0.317"
"2","7","-0.388"
"8","8","-0.407"
"9","9","-0.413"
"19","10","-0.416"
"28","11","-0.437"
"1","12","-0.494"
"6","13","-0.502"
"26","14","-0.508"
"14","15","-0.521"
"4","16","-0.543"
"31","17","-0.649"
"33","18","-0.649"
"12","19","-0.656"
"24","20","-0.662"
"3","21","-0.683"
"5","22","-0.698"
"13","23","-0.713"
"29","24","-0.718"
"16","25","-0.733"
"25","26","-0.758"
"20","27","-0.760"
"15","28","-0.763"
"27","29","-0.771"
"11","30","-0.800"
"10","31","-0.832"
"7","32","-0.877"
"23","33","-0.881"
