"Atom number","Rang","Delta P"
"42","1","0.617"
"43","2","0.617"
"34","3","0.483"
"38","4","0.422"
"24","5","0.397"
"39","6","0.200"
"17","7","0.192"
"40","8","0.163"
"28","9","0.135"
"18","10","0.052"
"19","11","0.052"
"3","12","0.029"
"27","13","-0.035"
"41","14","-0.066"
"7","15","-0.094"
"14","16","-0.111"
"35","17","-0.126"
"11","18","-0.180"
"2","19","-0.191"
"29","20","-0.204"
"31","21","-0.219"
"5","22","-0.226"
"26","23","-0.242"
"8","24","-0.261"
"1","25","-0.266"
"37","26","-0.284"
"10","27","-0.290"
"12","28","-0.293"
"36","29","-0.304"
"15","30","-0.312"
"9","31","-0.330"
"13","32","-0.335"
"32","33","-0.348"
"21","34","-0.351"
"6","35","-0.373"
"23","36","-0.375"
"22","37","-0.396"
"4","38","-0.401"
"20","39","-0.429"
"16","40","-0.460"
"25","41","-0.514"
"30","42","-0.561"
"33","43","-0.567"
