"Atom number","Rang","Delta P"
"1","1","0.421"
"5","2","0.341"
"27","3","0.114"
"29","4","0.103"
"12","5","0.076"
"7","6","0.038"
"14","7","0.022"
"6","8","-0.001"
"28","9","-0.001"
"30","10","-0.028"
"31","11","-0.034"
"22","12","-0.071"
"8","13","-0.156"
"19","14","-0.191"
"35","15","-0.302"
"9","16","-0.326"
"24","17","-0.331"
"25","18","-0.331"
"26","19","-0.331"
"21","20","-0.334"
"4","21","-0.345"
"13","22","-0.363"
"3","23","-0.371"
"33","24","-0.392"
"10","25","-0.409"
"32","26","-0.422"
"23","27","-0.444"
"20","28","-0.476"
"17","29","-0.488"
"34","30","-0.488"
"11","31","-0.496"
"18","32","-0.513"
"16","33","-0.517"
"2","34","-0.523"
"15","35","-0.677"
