"Atom number","Rang","Delta P"
"27","1","0.324"
"6","2","0.128"
"4","3","0.105"
"52","4","0.050"
"17","5","-0.130"
"16","6","-0.137"
"18","7","-0.137"
"37","8","-0.151"
"23","9","-0.154"
"39","10","-0.159"
"9","11","-0.161"
"40","12","-0.178"
"10","13","-0.182"
"45","14","-0.182"
"28","15","-0.185"
"15","16","-0.195"
"19","17","-0.195"
"11","18","-0.203"
"35","19","-0.203"
"55","20","-0.203"
"29","21","-0.215"
"30","22","-0.249"
"53","23","-0.249"
"13","24","-0.253"
"32","25","-0.253"
"44","26","-0.260"
"24","27","-0.279"
"41","28","-0.279"
"26","29","-0.292"
"2","30","-0.297"
"34","31","-0.321"
"56","32","-0.321"
"25","33","-0.336"
"14","34","-0.338"
"5","35","-0.346"
"21","36","-0.391"
"50","37","-0.392"
"12","38","-0.396"
"33","39","-0.429"
"31","40","-0.435"
"20","41","-0.436"
"49","42","-0.448"
"8","43","-0.489"
"36","44","-0.494"
"1","45","-0.500"
"46","46","-0.506"
"51","47","-0.532"
"42","48","-0.533"
"43","49","-0.538"
"3","50","-0.562"
"48","51","-0.570"
"22","52","-0.607"
"38","53","-0.646"
"54","54","-0.650"
"47","55","-0.655"
"7","56","-0.669"
