"Atom number","Rang","Delta P"
"24","1","0.122"
"20","2","0.111"
"5","3","0.087"
"23","4","0.048"
"25","5","0.048"
"16","6","-0.048"
"28","7","-0.048"
"22","8","-0.058"
"26","9","-0.058"
"17","10","-0.082"
"27","11","-0.082"
"2","12","-0.196"
"4","13","-0.211"
"12","14","-0.229"
"18","15","-0.241"
"7","16","-0.244"
"21","17","-0.247"
"10","18","-0.258"
"14","19","-0.258"
"15","20","-0.331"
"11","21","-0.352"
"13","22","-0.352"
"6","23","-0.393"
"1","24","-0.446"
"19","25","-0.482"
"9","26","-0.564"
"8","27","-0.728"
"3","28","-0.730"
