"Atom number","Rang","Delta P"
"15","1","0.505"
"26","2","0.077"
"2","3","0.061"
"1","4","0.044"
"3","5","-0.076"
"13","6","-0.085"
"12","7","-0.129"
"11","8","-0.212"
"8","9","-0.224"
"10","10","-0.257"
"21","11","-0.271"
"28","12","-0.334"
"14","13","-0.364"
"30","14","-0.401"
"36","15","-0.401"
"34","16","-0.428"
"32","17","-0.513"
"38","18","-0.513"
"7","19","-0.591"
"25","20","-0.605"
"18","21","-0.646"
"20","22","-0.662"
"4","23","-0.681"
"6","24","-0.693"
"23","25","-0.757"
"5","26","-0.789"
"27","27","-0.881"
"29","28","-0.883"
"35","29","-0.883"
"9","30","-0.890"
"16","31","-0.911"
"24","32","-0.917"
"31","33","-0.917"
"33","34","-0.917"
"37","35","-0.917"
"39","36","-0.917"
"17","37","-0.944"
"19","38","-0.958"
"22","39","-0.958"
