"Atom number","Rang","Delta P"
"32","1","0.236"
"18","2","0.098"
"21","3","0.098"
"30","4","0.060"
"9","5","-0.157"
"28","6","-0.160"
"14","7","-0.188"
"8","8","-0.343"
"2","9","-0.444"
"26","10","-0.449"
"11","11","-0.455"
"6","12","-0.458"
"4","13","-0.495"
"17","14","-0.500"
"22","15","-0.500"
"19","16","-0.552"
"1","17","-0.579"
"24","18","-0.599"
"16","19","-0.677"
"12","20","-0.695"
"5","21","-0.696"
"13","22","-0.709"
"31","23","-0.715"
"33","24","-0.715"
"27","25","-0.746"
"25","26","-0.754"
"15","27","-0.755"
"29","28","-0.767"
"3","29","-0.768"
"10","30","-0.809"
"7","31","-0.812"
"20","32","-0.818"
"23","33","-0.903"
