"Atom number","Rang","Delta P"
"1","1","0.450"
"19","2","0.431"
"21","3","0.431"
"25","4","0.276"
"18","5","-0.059"
"22","6","-0.059"
"10","7","-0.181"
"24","8","-0.181"
"4","9","-0.223"
"5","10","-0.257"
"11","11","-0.303"
"23","12","-0.303"
"9","13","-0.366"
"15","14","-0.376"
"3","15","-0.381"
"12","16","-0.410"
"13","17","-0.472"
"17","18","-0.553"
"20","19","-0.556"
"7","20","-0.603"
"26","21","-0.628"
"28","22","-0.642"
"16","23","-0.658"
"14","24","-0.664"
"29","25","-0.689"
"2","26","-0.707"
"6","27","-0.719"
"8","28","-0.743"
"27","29","-0.745"
