"Atom number","Rang","Delta P"
"17","1","0.104"
"3","2","-0.006"
"22","3","-0.015"
"1","4","-0.044"
"8","5","-0.048"
"31","6","-0.078"
"10","7","-0.093"
"11","8","-0.093"
"12","9","-0.093"
"30","10","-0.110"
"4","11","-0.122"
"29","12","-0.125"
"2","13","-0.126"
"15","14","-0.126"
"9","15","-0.127"
"18","16","-0.141"
"16","17","-0.142"
"25","18","-0.146"
"26","19","-0.146"
"7","20","-0.149"
"21","21","-0.162"
"27","22","-0.164"
"5","23","-0.181"
"14","24","-0.181"
"20","25","-0.184"
"6","26","-0.197"
"13","27","-0.197"
"24","28","-0.207"
"23","29","-0.224"
"19","30","-0.264"
"28","31","-0.275"
