"Atom number","Rang","Delta P"
"30","1","0.033"
"18","2","0.007"
"21","3","0.007"
"32","4","-0.084"
"2","5","-0.168"
"7","6","-0.193"
"28","7","-0.220"
"9","8","-0.317"
"5","9","-0.350"
"14","10","-0.351"
"6","11","-0.358"
"13","12","-0.379"
"1","13","-0.428"
"17","14","-0.445"
"22","15","-0.445"
"4","16","-0.458"
"19","17","-0.469"
"8","18","-0.501"
"27","19","-0.536"
"23","20","-0.538"
"25","21","-0.589"
"29","22","-0.598"
"31","23","-0.599"
"33","24","-0.599"
"26","25","-0.631"
"20","26","-0.637"
"3","27","-0.640"
"12","28","-0.707"
"15","29","-0.747"
"16","30","-0.748"
"24","31","-0.760"
"11","32","-0.803"
"10","33","-0.863"
