"Atom number","Rang","Delta P"
"3","1","0.088"
"2","2","-0.047"
"1","3","-0.097"
"19","4","-0.108"
"13","5","-0.118"
"5","6","-0.145"
"9","7","-0.208"
"29","8","-0.208"
"18","9","-0.220"
"17","10","-0.224"
"6","11","-0.259"
"27","12","-0.262"
"4","13","-0.278"
"11","14","-0.350"
"10","15","-0.374"
"28","16","-0.374"
"8","17","-0.450"
"7","18","-0.470"
"26","19","-0.487"
"25","20","-0.543"
"15","21","-0.592"
"21","22","-0.607"
"14","23","-0.617"
"22","24","-0.635"
"23","25","-0.635"
"24","26","-0.635"
"16","27","-0.666"
"12","28","-0.768"
"20","29","-0.804"
