"Atom number","Rang","Delta P"
"30","1","0.503"
"31","2","0.490"
"18","3","0.271"
"26","4","0.038"
"5","5","-0.032"
"14","6","-0.032"
"25","7","-0.125"
"6","8","-0.158"
"13","9","-0.158"
"9","10","-0.248"
"2","11","-0.290"
"27","12","-0.327"
"20","13","-0.354"
"16","14","-0.356"
"29","15","-0.369"
"24","16","-0.378"
"10","17","-0.494"
"11","18","-0.494"
"12","19","-0.494"
"7","20","-0.504"
"1","21","-0.506"
"3","22","-0.510"
"4","23","-0.513"
"17","24","-0.561"
"15","25","-0.564"
"21","26","-0.770"
"8","27","-0.773"
"19","28","-0.791"
"22","29","-0.804"
"23","30","-0.828"
"28","31","-0.867"
