"Atom number","Rang","Delta P"
"83","1","0.301"
"73","2","0.276"
"75","3","0.276"
"54","4","0.205"
"24","5","0.134"
"51","6","0.068"
"67","7","0.068"
"27","8","0.055"
"59","9","-0.005"
"11","10","-0.052"
"19","11","-0.231"
"17","12","-0.290"
"20","13","-0.323"
"40","14","-0.327"
"16","15","-0.346"
"86","16","-0.399"
"65","17","-0.410"
"18","18","-0.427"
"71","19","-0.427"
"72","20","-0.427"
"3","21","-0.431"
"5","22","-0.431"
"21","23","-0.431"
"23","24","-0.457"
"12","25","-0.468"
"63","26","-0.469"
"85","27","-0.469"
"9","28","-0.484"
"57","29","-0.491"
"2","30","-0.503"
"50","31","-0.527"
"37","32","-0.530"
"46","33","-0.540"
"4","34","-0.583"
"26","35","-0.589"
"29","36","-0.589"
"33","37","-0.603"
"10","38","-0.608"
"14","39","-0.609"
"28","40","-0.616"
"22","41","-0.637"
"32","42","-0.644"
"36","43","-0.649"
"79","44","-0.649"
"44","45","-0.665"
"7","46","-0.679"
"82","47","-0.679"
"43","48","-0.686"
"78","49","-0.686"
"69","50","-0.691"
"77","51","-0.693"
"38","52","-0.713"
"41","53","-0.715"
"34","54","-0.717"
"47","55","-0.717"
"52","56","-0.717"
"55","57","-0.717"
"60","58","-0.717"
"68","59","-0.717"
"74","60","-0.717"
"76","61","-0.717"
"81","62","-0.717"
"84","63","-0.717"
"42","64","-0.719"
"30","65","-0.734"
"39","66","-0.739"
"13","67","-0.742"
"56","68","-0.742"
"31","69","-0.743"
"35","70","-0.746"
"48","71","-0.753"
"15","72","-0.767"
"25","73","-0.770"
"8","74","-0.775"
"6","75","-0.803"
"45","76","-0.823"
"53","77","-0.823"
"58","78","-0.823"
"61","79","-0.823"
"62","80","-0.823"
"64","81","-0.823"
"66","82","-0.823"
"80","83","-0.823"
"87","84","-0.823"
"88","85","-0.823"
"1","86","-0.849"
"70","87","-0.861"
"49","88","-0.884"
