"Atom number","Rang","Delta P"
"42","1","0.524"
"43","2","0.524"
"24","3","0.374"
"34","4","0.344"
"38","5","0.240"
"17","6","0.223"
"1","7","0.097"
"28","8","0.076"
"18","9","0.073"
"19","10","0.073"
"2","11","0.064"
"27","12","0.029"
"39","13","0.026"
"26","14","0.021"
"40","15","0.006"
"3","16","-0.040"
"29","17","-0.065"
"41","18","-0.119"
"35","19","-0.161"
"36","20","-0.175"
"7","21","-0.194"
"5","22","-0.232"
"37","23","-0.263"
"12","24","-0.285"
"9","25","-0.298"
"14","26","-0.298"
"22","27","-0.310"
"15","28","-0.314"
"11","29","-0.324"
"6","30","-0.327"
"4","31","-0.373"
"31","32","-0.374"
"8","33","-0.379"
"23","34","-0.396"
"32","35","-0.396"
"20","36","-0.410"
"13","37","-0.421"
"30","38","-0.432"
"16","39","-0.446"
"25","40","-0.459"
"33","41","-0.483"
"10","42","-0.526"
"21","43","-0.528"
